1	0	-29442	10.3
1	1	-1501	18.1
2	0	-3667.6	-13.05
2	1	5218.5	-5.7158
2	2	1452.1	1.8187
3	0	3376.8	8.5
3	1	-7202.4	-16.84
3	2	2373.4	-1.3555
3	3	460.11	-7.9848
4	0	3970.8	-3.0625
4	1	4503	1.1068
4	2	471.14	-35.609
4	3	-700.49	8.5758
4	4	52.062	-3.1799
5	0	-1831.7	-1.575
5	1	3661	5.0833
5	2	1478.6	-9.9908
5	3	-663.11	-0.47062
5	4	-349.42	3.1059
5	5	2.8764	2.7361
6	0	1010.6	-4.3312
6	1	1279.7	-1.8903
6	2	1086.4	-10.461
6	3	-1294.2	20.922
6	4	-157.7	-6.5482
6	5	30.714	0.69804
6	6	-47.623	1.0747
7	0	2187.9	8.0437
7	1	-2699.2	-7.0939
7	2	-196.93	-14.48
7	3	1060.8	26.622
7	4	185.23	1.2349
7	5	58.04	-3.7047
7	6	-6.7811	-1.9375
7	7	4.4014	0.12945
8	0	1216.6	10.055
8	1	589.88	0
8	2	-947.79	-33.649
8	3	-132.54	20.71
8	4	-550.77	-5.3472
8	5	198.73	5.9322
8	6	80.323	0.68652
8	7	-39.859	-1.0027
8	8	-1.2534	0.18801
9	0	512.79	0
9	1	1121.2	0
9	2	336.82	0
9	3	-273.84	0
9	4	39.463	0
9	5	-448.09	0
9	6	-1.7398	0
9	7	65.542	0
9	8	-23.514	0
9	9	-6.395	0
10	0	-342.81	0
10	1	-1532.7	0
10	2	21.069	0
10	3	82.64	0
10	4	-58.435	0
10	5	133.05	0
10	6	-28.924	0
10	7	42.091	0
10	8	19.638	0
10	9	-4.7786	0
10	10	-2.1371	0
11	0	1067.8	0
11	1	-699.58	0
11	2	-940.81	0
11	3	655.94	0
11	4	-191.61	0
11	5	95.054	0
11	6	-65.882	0
11	7	9.9209	0
11	8	38.692	0
11	9	-1.763	0
11	10	1.0881	0
11	11	2.0299	0
12	0	-1254.4	0
12	1	-179.41	0
12	2	318.05	0
12	3	779.06	0
12	4	-389.53	0
12	5	300.62	0
12	6	20.83	0
12	7	58.527	0
12	8	-17.558	0
12	9	-10.217	0
12	10	1.8865	0
12	11	-2.5033	0
12	12	0	0
13	0	0	0
13	1	-1557.2	0
13	2	619.01	0
13	3	641.57	0
13	4	-492.06	0
13	5	695.88	0
13	6	-90.309	0
13	7	213.71	0
13	8	-14.279	0
13	9	20.422	0
13	10	2.8388	0
13	11	5.0184	0
13	12	-1.1355	0
13	13	-0.16702	0
